UID,Language,City,Age,Gender,Sport,Interests,Motivation,TimeSpent,Quiz,News,Blogs,Video,Audio,Pictures,Logs,Points,ShareContent,Quizzes,Reward,DropOff,Engagement,TotalScore,HighEngage,FootballEnthu,RewardSeek,PollEnthu
UID7927,,Mumbai,37,Male,,Creativity,Performance-Driven,315,No,No,Yes,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7928,,Mumbai,37,Female,,Individual,Performance-Driven,183,No,No,Yes,No,Yes,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID7929,,Kochi,19,Female,,Creativity,Performance-Driven,207,No,No,Yes,No,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID7930,,Mumbai,47,Female,,Individual,Performance-Driven,81,No,Yes,No,Yes,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID7931,,Mumbai,37,Female,,Creativity,Competitive-Spirit,335,Yes,No,Yes,No,Yes,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID7932,,Hyderabad,38,Female,,Creativity,Performance-Driven,305,No,Yes,Yes,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7933,,Kochi,31,Male,,Flexibility,Performance-Driven,125,No,Yes,Yes,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID7934,,Hyderabad,49,Male,,Creativity,Competitive-Spirit,128,Yes,Yes,No,No,No,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID7935,,Kochi,25,Female,,Individual,Goal-Oriented,139,No,No,Yes,Yes,No,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID7936,,Kochi,39,Male,,Creativity,Competitive-Spirit,59,Yes,No,No,No,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID7937,,Delhi,26,Male,,Individual,Competitive-Spirit,176,No,No,Yes,Yes,No,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID7938,,Chennai,19,Male,,Creativity,Competitive-Spirit,146,No,Yes,No,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID7939,,Mumbai,31,Female,,Individual,Performance-Driven,210,Yes,Yes,Yes,No,No,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID7940,,Mumbai,39,Female,,Flexibility,Performance-Driven,117,No,Yes,Yes,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID7941,,Mumbai,42,Male,,Creativity,Goal-Oriented,289,Yes,No,No,Yes,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID7942,,Mumbai,33,Male,,Flexibility,Goal-Oriented,77,Yes,No,No,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID7943,,Mumbai,29,Male,,Flexibility,Performance-Driven,252,No,No,No,Yes,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7944,,Delhi,31,Female,,Flexibility,Performance-Driven,330,Yes,No,Yes,No,Yes,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID7945,,Chennai,32,Female,,Individual,Competitive-Spirit,175,Yes,Yes,Yes,No,Yes,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID7946,,Chennai,33,Female,,Flexibility,Goal-Oriented,344,Yes,Yes,Yes,Yes,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7947,,Delhi,44,Male,,Individual,Goal-Oriented,185,Yes,No,Yes,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID7948,,Chennai,39,Female,,Individual,Goal-Oriented,70,No,No,Yes,Yes,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID7949,,Mumbai,36,Female,,Individual,Goal-Oriented,198,Yes,No,Yes,Yes,No,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID7950,,Kochi,22,Male,,Creativity,Competitive-Spirit,144,Yes,No,Yes,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID7951,,Chennai,31,Male,,Flexibility,Performance-Driven,318,Yes,No,No,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7952,,Delhi,49,Female,,Flexibility,Competitive-Spirit,327,Yes,Yes,No,No,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID7953,,Mumbai,31,Male,,Individual,Goal-Oriented,73,No,Yes,No,No,Yes,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID7954,,Hyderabad,31,Male,,Flexibility,Competitive-Spirit,259,No,Yes,Yes,No,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID7955,,Chennai,18,Male,,Flexibility,Goal-Oriented,53,Yes,Yes,Yes,No,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID7956,,Delhi,27,Male,,Individual,Performance-Driven,81,Yes,No,No,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID7957,,Delhi,37,Female,,Creativity,Goal-Oriented,183,Yes,No,Yes,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID7958,,Chennai,42,Male,,Creativity,Competitive-Spirit,153,Yes,No,No,No,No,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID7959,,Hyderabad,20,Female,,Individual,Performance-Driven,349,Yes,No,Yes,No,No,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7960,,Kochi,42,Male,,Creativity,Competitive-Spirit,162,Yes,Yes,No,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID7961,,Delhi,32,Female,,Individual,Performance-Driven,126,Yes,No,Yes,Yes,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID7962,,Kochi,18,Female,,Creativity,Competitive-Spirit,330,Yes,No,Yes,No,No,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID7963,,Chennai,48,Female,,Flexibility,Competitive-Spirit,255,No,Yes,No,Yes,No,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7964,,Mumbai,45,Male,,Creativity,Performance-Driven,234,No,No,Yes,No,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7965,,Kochi,23,Female,,Flexibility,Goal-Oriented,74,No,No,Yes,Yes,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID7966,,Chennai,38,Male,,Individual,Goal-Oriented,259,Yes,Yes,No,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7967,,Kochi,49,Female,,Individual,Goal-Oriented,154,Yes,No,Yes,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID7968,,Mumbai,40,Male,,Individual,Competitive-Spirit,46,Yes,No,No,No,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID7969,,Delhi,27,Female,,Creativity,Goal-Oriented,211,Yes,No,Yes,No,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID7970,,Kochi,29,Male,,Flexibility,Goal-Oriented,154,No,Yes,Yes,Yes,No,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID7971,,Kochi,28,Male,,Individual,Competitive-Spirit,242,Yes,Yes,No,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7972,,Kochi,30,Female,,Individual,Performance-Driven,334,No,Yes,Yes,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7973,,Mumbai,49,Female,,Creativity,Competitive-Spirit,360,Yes,Yes,Yes,Yes,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID7974,,Mumbai,23,Female,,Flexibility,Performance-Driven,180,No,Yes,Yes,Yes,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID7975,,Mumbai,42,Female,,Creativity,Competitive-Spirit,229,No,Yes,No,Yes,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID7976,,Delhi,50,Female,,Creativity,Performance-Driven,235,No,Yes,Yes,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7977,,Kochi,27,Male,,Individual,Competitive-Spirit,310,No,No,Yes,Yes,No,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7978,,Kochi,45,Male,,Creativity,Goal-Oriented,346,Yes,No,Yes,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7979,,Chennai,43,Male,,Flexibility,Competitive-Spirit,287,Yes,No,Yes,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7980,,Chennai,46,Female,,Creativity,Competitive-Spirit,331,No,Yes,Yes,Yes,No,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7981,,Chennai,50,Female,,Creativity,Goal-Oriented,202,Yes,Yes,No,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID7982,,Delhi,49,Male,,Creativity,Goal-Oriented,108,Yes,No,Yes,Yes,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID7983,,Mumbai,38,Female,,Flexibility,Performance-Driven,196,Yes,No,Yes,No,No,No,7,5,10,7,8,5,High,35,Yes,No,No,Yes
UID7984,,Chennai,18,Male,,Individual,Performance-Driven,195,Yes,Yes,Yes,No,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID7985,,Mumbai,36,Female,,Creativity,Goal-Oriented,273,Yes,No,No,No,No,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID7986,,Delhi,26,Male,,Individual,Performance-Driven,170,Yes,No,No,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID7987,,Hyderabad,22,Male,,Flexibility,Goal-Oriented,318,Yes,No,Yes,No,No,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7988,,Mumbai,23,Female,,Flexibility,Goal-Oriented,274,Yes,Yes,No,Yes,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7989,,Delhi,45,Male,,Creativity,Goal-Oriented,275,No,No,Yes,Yes,Yes,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID7990,,Hyderabad,49,Male,,Flexibility,Competitive-Spirit,332,No,Yes,No,Yes,No,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID7991,,Hyderabad,50,Female,,Creativity,Goal-Oriented,244,Yes,Yes,No,Yes,No,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID7992,,Kochi,41,Male,,Flexibility,Performance-Driven,310,Yes,No,No,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID7993,,Mumbai,49,Male,,Creativity,Performance-Driven,121,Yes,No,Yes,No,Yes,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID7994,,Chennai,25,Female,,Individual,Performance-Driven,128,No,No,No,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID7995,,Delhi,30,Male,,Flexibility,Goal-Oriented,188,No,Yes,No,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID7996,,Chennai,33,Female,,Flexibility,Goal-Oriented,45,No,Yes,Yes,Yes,Yes,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID7997,,Hyderabad,47,Female,,Creativity,Goal-Oriented,204,No,Yes,Yes,No,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID7998,,Hyderabad,21,Male,,Creativity,Goal-Oriented,338,No,No,Yes,Yes,No,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID7999,,Kochi,26,Male,,Individual,Competitive-Spirit,294,Yes,No,Yes,Yes,No,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8000,,Chennai,21,Male,,Flexibility,Competitive-Spirit,209,No,Yes,Yes,No,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8001,,Delhi,43,Male,,Creativity,Performance-Driven,190,Yes,No,No,No,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8002,,Mumbai,49,Female,,Flexibility,Performance-Driven,262,No,No,Yes,No,Yes,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8003,,Kochi,21,Female,,Individual,Goal-Oriented,261,Yes,No,No,No,No,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8004,,Hyderabad,43,Male,,Individual,Goal-Oriented,350,No,No,No,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8005,,Chennai,20,Male,,Flexibility,Competitive-Spirit,92,Yes,Yes,No,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8006,,Kochi,34,Male,,Individual,Performance-Driven,216,Yes,No,No,Yes,Yes,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8007,,Chennai,24,Male,,Flexibility,Goal-Oriented,274,No,No,Yes,No,No,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8008,,Mumbai,38,Female,,Flexibility,Competitive-Spirit,323,No,Yes,Yes,Yes,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8009,,Mumbai,35,Female,,Flexibility,Competitive-Spirit,141,No,No,Yes,Yes,Yes,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID8010,,Hyderabad,39,Male,,Individual,Goal-Oriented,339,No,No,No,Yes,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8011,,Delhi,30,Female,,Individual,Goal-Oriented,290,Yes,No,Yes,No,No,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8012,,Hyderabad,45,Female,,Flexibility,Goal-Oriented,50,No,No,No,No,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8013,,Chennai,20,Female,,Flexibility,Performance-Driven,323,No,Yes,No,No,No,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8014,,Kochi,44,Male,,Creativity,Goal-Oriented,212,Yes,No,Yes,No,No,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8015,,Mumbai,35,Female,,Individual,Competitive-Spirit,345,Yes,No,Yes,Yes,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8016,,Hyderabad,20,Male,,Creativity,Performance-Driven,237,Yes,No,No,No,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8017,,Mumbai,49,Female,,Individual,Goal-Oriented,78,No,Yes,Yes,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8018,,Hyderabad,38,Female,,Flexibility,Competitive-Spirit,55,No,Yes,No,Yes,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8019,,Delhi,40,Female,,Creativity,Goal-Oriented,132,Yes,Yes,Yes,Yes,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8020,,Hyderabad,27,Female,,Individual,Goal-Oriented,339,Yes,No,No,No,Yes,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8021,,Mumbai,34,Male,,Individual,Performance-Driven,267,Yes,Yes,Yes,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8022,,Mumbai,47,Female,,Individual,Goal-Oriented,360,No,No,Yes,Yes,No,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8023,,Hyderabad,25,Female,,Individual,Goal-Oriented,210,No,Yes,No,No,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8024,,Hyderabad,23,Female,,Flexibility,Goal-Oriented,155,No,Yes,Yes,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8025,,Kochi,41,Female,,Flexibility,Goal-Oriented,110,Yes,No,No,No,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8026,,Mumbai,43,Male,,Creativity,Performance-Driven,160,No,No,No,Yes,Yes,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8027,,Delhi,27,Female,,Individual,Competitive-Spirit,255,Yes,Yes,Yes,Yes,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8028,,Kochi,33,Male,,Individual,Competitive-Spirit,210,No,No,No,No,No,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8029,,Mumbai,21,Female,,Creativity,Competitive-Spirit,193,No,No,Yes,No,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8030,,Chennai,22,Male,,Individual,Goal-Oriented,215,No,No,Yes,Yes,No,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8031,,Kochi,49,Female,,Creativity,Performance-Driven,104,No,Yes,No,No,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8032,,Delhi,32,Male,,Creativity,Performance-Driven,99,Yes,Yes,No,Yes,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8033,,Mumbai,45,Female,,Flexibility,Goal-Oriented,220,Yes,Yes,No,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8034,,Chennai,18,Male,,Flexibility,Performance-Driven,333,Yes,Yes,No,No,No,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8035,,Kochi,48,Female,,Creativity,Competitive-Spirit,120,No,No,Yes,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8036,,Chennai,21,Male,,Flexibility,Competitive-Spirit,286,No,No,Yes,No,Yes,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8037,,Chennai,45,Male,,Flexibility,Competitive-Spirit,230,No,Yes,Yes,No,No,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8038,,Hyderabad,37,Male,,Individual,Competitive-Spirit,213,Yes,No,Yes,Yes,Yes,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8039,,Hyderabad,23,Male,,Individual,Goal-Oriented,46,Yes,No,Yes,No,No,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8040,,Hyderabad,22,Female,,Flexibility,Performance-Driven,165,No,Yes,No,No,No,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8041,,Mumbai,31,Male,,Flexibility,Goal-Oriented,355,No,No,No,Yes,No,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8042,,Chennai,24,Female,,Creativity,Performance-Driven,177,No,Yes,Yes,No,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8043,,Hyderabad,24,Male,,Creativity,Goal-Oriented,180,Yes,Yes,No,Yes,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8044,,Chennai,26,Male,,Creativity,Competitive-Spirit,170,No,No,No,Yes,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8045,,Chennai,46,Female,,Individual,Competitive-Spirit,102,Yes,Yes,Yes,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8046,,Hyderabad,18,Female,,Individual,Performance-Driven,210,Yes,Yes,No,No,No,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8047,,Delhi,19,Female,,Creativity,Goal-Oriented,65,Yes,No,No,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8048,,Mumbai,32,Female,,Flexibility,Competitive-Spirit,159,No,No,Yes,No,Yes,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8049,,Mumbai,43,Male,,Individual,Competitive-Spirit,354,Yes,No,No,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8050,,Mumbai,38,Male,,Creativity,Performance-Driven,277,No,Yes,No,Yes,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8051,,Mumbai,25,Male,,Flexibility,Performance-Driven,255,No,Yes,Yes,Yes,Yes,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8052,,Hyderabad,25,Male,,Flexibility,Performance-Driven,160,No,No,Yes,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8053,,Delhi,47,Female,,Individual,Goal-Oriented,225,No,No,Yes,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8054,,Chennai,18,Female,,Individual,Competitive-Spirit,292,No,Yes,Yes,No,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8055,,Mumbai,50,Female,,Individual,Performance-Driven,173,No,Yes,Yes,Yes,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8056,,Hyderabad,36,Female,,Individual,Performance-Driven,233,No,Yes,Yes,No,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8057,,Delhi,40,Female,,Creativity,Performance-Driven,129,No,Yes,Yes,Yes,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8058,,Mumbai,47,Male,,Creativity,Competitive-Spirit,188,Yes,Yes,Yes,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8059,,Hyderabad,31,Male,,Flexibility,Performance-Driven,254,Yes,Yes,No,Yes,No,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8060,,Mumbai,42,Female,,Flexibility,Goal-Oriented,100,Yes,No,No,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8061,,Mumbai,39,Female,,Flexibility,Competitive-Spirit,322,Yes,No,Yes,No,No,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8062,,Kochi,22,Male,,Individual,Competitive-Spirit,78,No,Yes,Yes,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8063,,Chennai,50,Male,,Creativity,Performance-Driven,148,Yes,No,No,Yes,Yes,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8064,,Delhi,32,Female,,Flexibility,Performance-Driven,258,Yes,Yes,Yes,Yes,Yes,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8065,,Chennai,38,Female,,Creativity,Performance-Driven,175,Yes,No,No,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8066,,Kochi,26,Female,,Individual,Goal-Oriented,103,No,Yes,Yes,Yes,Yes,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID8067,,Hyderabad,28,Male,,Individual,Competitive-Spirit,321,No,Yes,No,No,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8068,,Mumbai,29,Male,,Flexibility,Goal-Oriented,128,No,Yes,Yes,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8069,,Kochi,44,Female,,Flexibility,Performance-Driven,45,Yes,Yes,Yes,No,No,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8070,,Chennai,50,Female,,Flexibility,Performance-Driven,349,Yes,Yes,Yes,Yes,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8071,,Hyderabad,49,Male,,Creativity,Competitive-Spirit,317,Yes,No,No,No,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8072,,Kochi,50,Female,,Flexibility,Performance-Driven,352,Yes,Yes,Yes,No,No,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8073,,Hyderabad,37,Female,,Creativity,Performance-Driven,103,No,No,Yes,No,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8074,,Chennai,41,Male,,Creativity,Goal-Oriented,248,Yes,No,Yes,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8075,,Chennai,25,Male,,Flexibility,Performance-Driven,164,Yes,Yes,Yes,Yes,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8076,,Chennai,35,Female,,Flexibility,Competitive-Spirit,209,Yes,No,No,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8077,,Hyderabad,29,Female,,Creativity,Goal-Oriented,243,Yes,Yes,Yes,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8078,,Chennai,28,Male,,Individual,Performance-Driven,288,Yes,No,No,Yes,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8079,,Chennai,26,Female,,Flexibility,Goal-Oriented,257,Yes,Yes,Yes,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8080,,Chennai,50,Male,,Flexibility,Performance-Driven,117,Yes,No,Yes,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8081,,Kochi,41,Male,,Creativity,Competitive-Spirit,252,Yes,Yes,No,No,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8082,,Kochi,41,Male,,Flexibility,Competitive-Spirit,276,Yes,Yes,No,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8083,,Chennai,46,Female,,Individual,Performance-Driven,342,No,No,Yes,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8084,,Chennai,46,Female,,Individual,Goal-Oriented,306,No,Yes,No,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8085,,Kochi,34,Female,,Flexibility,Performance-Driven,288,No,Yes,Yes,Yes,No,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8086,,Kochi,50,Female,,Creativity,Goal-Oriented,97,Yes,No,No,No,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8087,,Mumbai,25,Male,,Creativity,Competitive-Spirit,300,Yes,Yes,No,Yes,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8088,,Mumbai,33,Male,,Individual,Competitive-Spirit,270,No,No,Yes,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8089,,Hyderabad,18,Female,,Creativity,Goal-Oriented,82,Yes,Yes,Yes,No,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8090,,Kochi,42,Female,,Individual,Goal-Oriented,229,Yes,No,No,Yes,Yes,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8091,,Chennai,22,Female,,Creativity,Goal-Oriented,246,Yes,No,Yes,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8092,,Kochi,30,Female,,Flexibility,Competitive-Spirit,38,No,Yes,Yes,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8093,,Hyderabad,41,Male,,Creativity,Competitive-Spirit,227,Yes,Yes,No,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8094,,Chennai,27,Male,,Creativity,Competitive-Spirit,147,Yes,No,No,Yes,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8095,,Delhi,42,Male,,Creativity,Competitive-Spirit,55,No,Yes,No,No,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID8096,,Hyderabad,34,Female,,Flexibility,Performance-Driven,183,Yes,Yes,No,No,Yes,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8097,,Mumbai,39,Female,,Creativity,Goal-Oriented,313,No,Yes,Yes,No,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8098,,Mumbai,24,Female,,Individual,Goal-Oriented,82,No,No,Yes,Yes,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
