Login_ID,Contest_ID,Contest_Name,Week,Week_Time_Spent_Hours,Week_Logins,Age_Group,Location,Device,Fan_Level,Purchase_Item,Purchase_Price,Content_Viewed
C010_63,C010,Football Prediction Challenge,Week_4,110,11,26-35,Australia,Desktop,Ultra Fan,Jersey,1427,Player Interview
C010_64,C010,Football Prediction Challenge,Week_1,89.5,8,36-45,UK,Desktop,Ultra Fan,Jersey,1351,Live Commentary
C010_64,C010,Football Prediction Challenge,Week_2,82.08,8,36-45,UK,Desktop,Ultra Fan,Jersey,1329,Live Commentary
C010_64,C010,Football Prediction Challenge,Week_3,49.27,4,36-45,UK,Desktop,Super Fan,Keychain,120,Contest Replay
C010_64,C010,Football Prediction Challenge,Week_4,19.83,1,36-45,UK,Desktop,Fan,Cap,372,Football Prediction Challenge
C010_65,C010,Football Prediction Challenge,Week_1,24.57,2,36-45,UK,Mobile,Fan,Cap,539,Football Prediction Challenge
C010_65,C010,Football Prediction Challenge,Week_2,29.15,2,36-45,UK,Mobile,Fan,Jersey,1336,Match Highlights
C010_65,C010,Football Prediction Challenge,Week_3,57.36,5,36-45,UK,Mobile,Super Fan,Jersey,1254,Behind the Scenes
C010_65,C010,Football Prediction Challenge,Week_4,110,11,36-45,UK,Mobile,Ultra Fan,Cap,460,Live Commentary
C010_66,C010,Football Prediction Challenge,Week_1,110,11,36-45,USA,Tablet,Ultra Fan,Jersey,906,Football Prediction Challenge
C010_66,C010,Football Prediction Challenge,Week_2,75.21,7,36-45,USA,Tablet,Super Fan,Keychain,135,Live Commentary
C010_66,C010,Football Prediction Challenge,Week_3,67.97,6,36-45,USA,Tablet,Super Fan,None,0,Football Prediction Challenge
C010_66,C010,Football Prediction Challenge,Week_4,25.76,2,36-45,USA,Tablet,Fan,Cap,341,Football Prediction Challenge
C010_67,C010,Football Prediction Challenge,Week_1,26.09,2,18-25,Brazil,Tablet,Fan,Jersey,994,Player Interview
C010_67,C010,Football Prediction Challenge,Week_2,29.79,2,18-25,Brazil,Tablet,Fan,Poster,196,Football Prediction Challenge
C010_67,C010,Football Prediction Challenge,Week_3,48.26,4,18-25,Brazil,Tablet,Super Fan,Jersey,1371,Football Prediction Challenge
C010_67,C010,Football Prediction Challenge,Week_4,61.7,6,18-25,Brazil,Tablet,Super Fan,Poster,293,Football Prediction Challenge
C010_67,C010,Football Prediction Challenge,Week_5,69.87,6,18-25,Brazil,Tablet,Super Fan,None,0,Player Interview
C010_68,C010,Football Prediction Challenge,Week_1,110,11,26-35,Brazil,Mobile,Ultra Fan,Poster,179,Match Highlights
C010_68,C010,Football Prediction Challenge,Week_2,110,11,26-35,Brazil,Mobile,Ultra Fan,Jersey,1224,Match Highlights
C010_68,C010,Football Prediction Challenge,Week_3,80.71,8,26-35,Brazil,Mobile,Ultra Fan,None,0,Match Highlights
C010_68,C010,Football Prediction Challenge,Week_4,38.28,3,26-35,Brazil,Mobile,Fan,None,0,Live Commentary
C010_68,C010,Football Prediction Challenge,Week_5,34.71,3,26-35,Brazil,Mobile,Fan,None,0,Match Highlights
C010_69,C010,Football Prediction Challenge,Week_1,110,11,18-25,UK,Desktop,Ultra Fan,None,0,Football Prediction Challenge
C010_69,C010,Football Prediction Challenge,Week_2,77.61,7,18-25,UK,Desktop,Super Fan,Jersey,1443,Football Prediction Challenge
C010_69,C010,Football Prediction Challenge,Week_3,42,4,18-25,UK,Desktop,Super Fan,Cap,311,Behind the Scenes
C010_69,C010,Football Prediction Challenge,Week_4,40.32,4,18-25,UK,Desktop,Super Fan,Jersey,1102,Behind the Scenes
C010_69,C010,Football Prediction Challenge,Week_5,35.06,3,18-25,UK,Desktop,Fan,Cap,426,Behind the Scenes
C010_70,C010,Football Prediction Challenge,Week_1,6.88,1,46-60,Germany,Tablet,Fan,Jersey,995,Football Prediction Challenge
C010_70,C010,Football Prediction Challenge,Week_2,9.72,1,46-60,Germany,Tablet,Fan,Poster,261,Behind the Scenes
C010_70,C010,Football Prediction Challenge,Week_3,19.43,1,46-60,Germany,Tablet,Fan,Jersey,1241,Football Prediction Challenge
C010_70,C010,Football Prediction Challenge,Week_4,24.55,2,46-60,Germany,Tablet,Fan,Cap,484,Player Interview
C010_70,C010,Football Prediction Challenge,Week_5,24.77,2,46-60,Germany,Tablet,Fan,Jersey,1431,Match Highlights
C010_71,C010,Football Prediction Challenge,Week_1,110,11,36-45,Australia,Desktop,Ultra Fan,Jersey,1293,Football Prediction Challenge
C010_71,C010,Football Prediction Challenge,Week_2,110,11,36-45,Australia,Desktop,Ultra Fan,None,0,Behind the Scenes
C010_71,C010,Football Prediction Challenge,Week_3,66.76,6,36-45,Australia,Desktop,Super Fan,Cap,591,Football Prediction Challenge
C010_71,C010,Football Prediction Challenge,Week_4,44.3,4,36-45,Australia,Desktop,Super Fan,Poster,239,Football Prediction Challenge
C010_72,C010,Football Prediction Challenge,Week_1,65.67,6,36-45,India,Mobile,Super Fan,None,0,Player Interview
C010_72,C010,Football Prediction Challenge,Week_2,60.49,6,36-45,India,Mobile,Super Fan,Jersey,1367,Behind the Scenes
C010_72,C010,Football Prediction Challenge,Week_3,49.8,4,36-45,India,Mobile,Super Fan,Jersey,1273,Football Prediction Challenge
C010_72,C010,Football Prediction Challenge,Week_4,11.56,1,36-45,India,Mobile,Fan,Poster,179,Match Highlights
C010_72,C010,Football Prediction Challenge,Week_5,10.34,1,36-45,India,Mobile,Fan,Cap,597,Football Prediction Challenge
C010_73,C010,Football Prediction Challenge,Week_1,110,11,26-35,India,Desktop,Ultra Fan,Jersey,814,Football Prediction Challenge
C010_73,C010,Football Prediction Challenge,Week_2,110,11,26-35,India,Desktop,Ultra Fan,Poster,279,Player Interview
C010_73,C010,Football Prediction Challenge,Week_3,54.19,5,26-35,India,Desktop,Super Fan,Poster,181,Contest Replay
C010_73,C010,Football Prediction Challenge,Week_4,39.27,3,26-35,India,Desktop,Fan,Jersey,1388,Player Interview
C010_73,C010,Football Prediction Challenge,Week_5,19.79,1,26-35,India,Desktop,Fan,Keychain,111,Match Highlights
C010_74,C010,Football Prediction Challenge,Week_1,53.47,5,26-35,Germany,Tablet,Super Fan,Poster,251,Player Interview
C010_74,C010,Football Prediction Challenge,Week_2,56.64,5,26-35,Germany,Tablet,Super Fan,Poster,256,Player Interview
C010_74,C010,Football Prediction Challenge,Week_3,83.51,8,26-35,Germany,Tablet,Ultra Fan,Cap,343,Player Interview
C010_74,C010,Football Prediction Challenge,Week_4,110,11,26-35,Germany,Tablet,Ultra Fan,Jersey,1031,Football Prediction Challenge
C010_75,C010,Football Prediction Challenge,Week_1,13.17,1,18-25,UK,Mobile,Fan,Cap,452,Football Prediction Challenge
C010_75,C010,Football Prediction Challenge,Week_2,56.45,5,18-25,UK,Mobile,Super Fan,Poster,177,Football Prediction Challenge
C010_75,C010,Football Prediction Challenge,Week_3,66.6,6,18-25,UK,Mobile,Super Fan,Cap,458,Football Prediction Challenge
C010_75,C010,Football Prediction Challenge,Week_4,66.65,6,18-25,UK,Mobile,Super Fan,Poster,162,Match Highlights
C010_76,C010,Football Prediction Challenge,Week_1,14.03,1,26-35,Germany,Tablet,Fan,Cap,413,Football Prediction Challenge
C010_76,C010,Football Prediction Challenge,Week_2,61.47,6,26-35,Germany,Tablet,Super Fan,Poster,280,Football Prediction Challenge
C010_76,C010,Football Prediction Challenge,Week_3,67.5,6,26-35,Germany,Tablet,Super Fan,None,0,Behind the Scenes
C010_76,C010,Football Prediction Challenge,Week_4,69.22,6,26-35,Germany,Tablet,Super Fan,Keychain,117,Football Prediction Challenge
C010_77,C010,Football Prediction Challenge,Week_1,33.03,3,18-25,Brazil,Desktop,Fan,None,0,Live Commentary
C010_77,C010,Football Prediction Challenge,Week_2,36.87,3,18-25,Brazil,Desktop,Fan,Jersey,882,Football Prediction Challenge
C010_77,C010,Football Prediction Challenge,Week_3,43.9,4,18-25,Brazil,Desktop,Super Fan,Poster,263,Behind the Scenes
C010_77,C010,Football Prediction Challenge,Week_4,61.4,6,18-25,Brazil,Desktop,Super Fan,Keychain,129,Player Interview
C010_77,C010,Football Prediction Challenge,Week_5,80.18,8,18-25,Brazil,Desktop,Ultra Fan,None,0,Player Interview
C010_78,C010,Football Prediction Challenge,Week_1,110,11,18-25,UK,Mobile,Ultra Fan,Keychain,175,Football Prediction Challenge
C010_78,C010,Football Prediction Challenge,Week_2,93.06,9,18-25,UK,Mobile,Ultra Fan,Poster,241,Contest Replay
C010_78,C010,Football Prediction Challenge,Week_3,35.91,3,18-25,UK,Mobile,Fan,Poster,259,Behind the Scenes
C010_78,C010,Football Prediction Challenge,Week_4,32.32,3,18-25,UK,Mobile,Fan,Jersey,1477,Live Commentary
C010_79,C010,Football Prediction Challenge,Week_1,26.8,2,36-45,Australia,Mobile,Fan,Jersey,872,Player Interview
C010_79,C010,Football Prediction Challenge,Week_2,39.18,3,36-45,Australia,Mobile,Fan,Poster,248,Behind the Scenes
C010_79,C010,Football Prediction Challenge,Week_3,43.99,4,36-45,Australia,Mobile,Super Fan,None,0,Football Prediction Challenge
C010_79,C010,Football Prediction Challenge,Week_4,80.73,8,36-45,Australia,Mobile,Ultra Fan,Jersey,866,Football Prediction Challenge
C010_79,C010,Football Prediction Challenge,Week_5,110,11,36-45,Australia,Mobile,Ultra Fan,Jersey,1114,Player Interview
C010_80,C010,Football Prediction Challenge,Week_1,54.9,5,46-60,India,Mobile,Super Fan,None,0,Football Prediction Challenge
C010_80,C010,Football Prediction Challenge,Week_2,48.78,4,46-60,India,Mobile,Super Fan,None,0,Football Prediction Challenge
C010_80,C010,Football Prediction Challenge,Week_3,30.52,3,46-60,India,Mobile,Fan,Keychain,118,Football Prediction Challenge
C010_80,C010,Football Prediction Challenge,Week_4,29.23,2,46-60,India,Mobile,Fan,Jersey,995,Contest Replay
C010_81,C010,Football Prediction Challenge,Week_1,23.95,2,26-35,USA,Desktop,Fan,Poster,208,Contest Replay
C010_81,C010,Football Prediction Challenge,Week_2,84.22,8,26-35,USA,Desktop,Ultra Fan,Poster,263,Match Highlights
C010_81,C010,Football Prediction Challenge,Week_3,110,11,26-35,USA,Desktop,Ultra Fan,Poster,189,Football Prediction Challenge
C010_81,C010,Football Prediction Challenge,Week_4,110,11,26-35,USA,Desktop,Ultra Fan,Jersey,1066,Football Prediction Challenge
C010_82,C010,Football Prediction Challenge,Week_1,9.72,1,18-25,UK,Mobile,Fan,None,0,Football Prediction Challenge
C010_82,C010,Football Prediction Challenge,Week_2,47.4,4,18-25,UK,Mobile,Super Fan,Jersey,879,Match Highlights
C010_82,C010,Football Prediction Challenge,Week_3,48.82,4,18-25,UK,Mobile,Super Fan,Jersey,906,Football Prediction Challenge
C010_82,C010,Football Prediction Challenge,Week_4,63.99,6,18-25,UK,Mobile,Super Fan,None,0,Football Prediction Challenge
C010_82,C010,Football Prediction Challenge,Week_5,66.5,6,18-25,UK,Mobile,Super Fan,Keychain,110,Football Prediction Challenge
C010_83,C010,Football Prediction Challenge,Week_1,60.23,6,36-45,Brazil,Tablet,Super Fan,Poster,299,Football Prediction Challenge
C010_83,C010,Football Prediction Challenge,Week_2,47.24,4,36-45,Brazil,Tablet,Super Fan,Jersey,1366,Live Commentary
C010_83,C010,Football Prediction Challenge,Week_3,36.78,3,36-45,Brazil,Tablet,Fan,Jersey,1066,Contest Replay
C010_83,C010,Football Prediction Challenge,Week_4,27.02,2,36-45,Brazil,Tablet,Fan,Cap,460,Football Prediction Challenge
C010_83,C010,Football Prediction Challenge,Week_5,22.04,2,36-45,Brazil,Tablet,Fan,Jersey,883,Football Prediction Challenge
C010_84,C010,Football Prediction Challenge,Week_1,43.69,4,26-35,USA,Mobile,Super Fan,None,0,Football Prediction Challenge
C010_84,C010,Football Prediction Challenge,Week_2,52.15,5,26-35,USA,Mobile,Super Fan,Keychain,172,Player Interview
C010_84,C010,Football Prediction Challenge,Week_3,52.24,5,26-35,USA,Mobile,Super Fan,Cap,460,Behind the Scenes
C010_84,C010,Football Prediction Challenge,Week_4,54.23,5,26-35,USA,Mobile,Super Fan,None,0,Football Prediction Challenge
C010_84,C010,Football Prediction Challenge,Week_5,72.95,7,26-35,USA,Mobile,Super Fan,Jersey,1060,Match Highlights
C010_85,C010,Football Prediction Challenge,Week_1,67,6,<18,Australia,Mobile,Super Fan,Jersey,1307,Match Highlights
C010_85,C010,Football Prediction Challenge,Week_2,66.79,6,<18,Australia,Mobile,Super Fan,Jersey,1039,Football Prediction Challenge
C010_85,C010,Football Prediction Challenge,Week_3,30.44,3,<18,Australia,Mobile,Fan,Jersey,968,Behind the Scenes
C010_85,C010,Football Prediction Challenge,Week_4,24.5,2,<18,Australia,Mobile,Fan,Cap,548,Player Interview
C010_86,C010,Football Prediction Challenge,Week_1,14.7,1,18-25,Australia,Tablet,Fan,Cap,356,Behind the Scenes
C010_86,C010,Football Prediction Challenge,Week_2,56.14,5,18-25,Australia,Tablet,Super Fan,Cap,596,Football Prediction Challenge
C010_86,C010,Football Prediction Challenge,Week_3,61.56,6,18-25,Australia,Tablet,Super Fan,Poster,298,Live Commentary
C010_86,C010,Football Prediction Challenge,Week_4,79.18,7,18-25,Australia,Tablet,Super Fan,Cap,317,Match Highlights
C010_86,C010,Football Prediction Challenge,Week_5,81.12,8,18-25,Australia,Tablet,Ultra Fan,Jersey,1012,Contest Replay
C010_87,C010,Football Prediction Challenge,Week_1,17.5,1,36-45,UK,Desktop,Fan,Jersey,1229,Live Commentary
C010_87,C010,Football Prediction Challenge,Week_2,27.16,2,36-45,UK,Desktop,Fan,None,0,Football Prediction Challenge
C010_87,C010,Football Prediction Challenge,Week_3,54.69,5,36-45,UK,Desktop,Super Fan,Poster,163,Football Prediction Challenge
C010_87,C010,Football Prediction Challenge,Week_4,63.26,6,36-45,UK,Desktop,Super Fan,Jersey,1367,Contest Replay
C010_87,C010,Football Prediction Challenge,Week_5,79.97,7,36-45,UK,Desktop,Super Fan,Keychain,112,Football Prediction Challenge
C010_88,C010,Football Prediction Challenge,Week_1,87.7,8,26-35,Germany,Tablet,Ultra Fan,Cap,538,Live Commentary
C010_88,C010,Football Prediction Challenge,Week_2,59.76,5,26-35,Germany,Tablet,Super Fan,Cap,437,Football Prediction Challenge
C010_88,C010,Football Prediction Challenge,Week_3,45.87,4,26-35,Germany,Tablet,Super Fan,Jersey,1448,Football Prediction Challenge
C010_88,C010,Football Prediction Challenge,Week_4,45.19,4,26-35,Germany,Tablet,Super Fan,Jersey,1318,Football Prediction Challenge
C010_89,C010,Football Prediction Challenge,Week_1,54.29,5,18-25,USA,Tablet,Super Fan,Jersey,1350,Football Prediction Challenge
C010_89,C010,Football Prediction Challenge,Week_2,59.91,5,18-25,USA,Tablet,Super Fan,None,0,Match Highlights
C010_89,C010,Football Prediction Challenge,Week_3,63.4,6,18-25,USA,Tablet,Super Fan,Poster,284,Player Interview
C010_89,C010,Football Prediction Challenge,Week_4,79.08,7,18-25,USA,Tablet,Super Fan,Jersey,902,Football Prediction Challenge
C010_89,C010,Football Prediction Challenge,Week_5,85.51,8,18-25,USA,Tablet,Ultra Fan,Keychain,175,Football Prediction Challenge
C010_90,C010,Football Prediction Challenge,Week_1,44.42,4,<18,USA,Desktop,Super Fan,Poster,240,Match Highlights
C010_90,C010,Football Prediction Challenge,Week_2,40.46,4,<18,USA,Desktop,Super Fan,None,0,Football Prediction Challenge
C010_90,C010,Football Prediction Challenge,Week_3,11.74,1,<18,USA,Desktop,Fan,Poster,299,Behind the Scenes
C010_90,C010,Football Prediction Challenge,Week_4,8.68,1,<18,USA,Desktop,Fan,Jersey,938,Behind the Scenes
C010_91,C010,Football Prediction Challenge,Week_1,33,3,26-35,UK,Mobile,Fan,None,0,Football Prediction Challenge
C010_91,C010,Football Prediction Challenge,Week_2,41.48,4,26-35,UK,Mobile,Super Fan,Jersey,1170,Football Prediction Challenge
C010_91,C010,Football Prediction Challenge,Week_3,59.08,5,26-35,UK,Mobile,Super Fan,Poster,280,Football Prediction Challenge
C010_91,C010,Football Prediction Challenge,Week_4,103.01,10,26-35,UK,Mobile,Ultra Fan,Jersey,887,Match Highlights
C010_92,C010,Football Prediction Challenge,Week_1,89.36,8,26-35,Australia,Desktop,Ultra Fan,None,0,Football Prediction Challenge
C010_92,C010,Football Prediction Challenge,Week_2,82.21,8,26-35,Australia,Desktop,Ultra Fan,Keychain,184,Football Prediction Challenge
C010_92,C010,Football Prediction Challenge,Week_3,68.48,6,26-35,Australia,Desktop,Super Fan,None,0,Football Prediction Challenge
C010_92,C010,Football Prediction Challenge,Week_4,67.5,6,26-35,Australia,Desktop,Super Fan,Cap,577,Football Prediction Challenge
C010_93,C010,Football Prediction Challenge,Week_1,106.67,10,36-45,Australia,Desktop,Ultra Fan,Jersey,932,Contest Replay
C010_93,C010,Football Prediction Challenge,Week_2,87.12,8,36-45,Australia,Desktop,Ultra Fan,Cap,377,Football Prediction Challenge
C010_93,C010,Football Prediction Challenge,Week_3,38.04,3,36-45,Australia,Desktop,Fan,Keychain,128,Football Prediction Challenge
C010_93,C010,Football Prediction Challenge,Week_4,28.12,2,36-45,Australia,Desktop,Fan,None,0,Football Prediction Challenge
C010_93,C010,Football Prediction Challenge,Week_5,20.49,2,36-45,Australia,Desktop,Fan,None,0,Football Prediction Challenge
C010_94,C010,Football Prediction Challenge,Week_1,2.31,1,<18,Germany,Mobile,Fan,Jersey,840,Football Prediction Challenge
C010_94,C010,Football Prediction Challenge,Week_2,8.74,1,<18,Germany,Mobile,Fan,None,0,Contest Replay
C010_94,C010,Football Prediction Challenge,Week_3,10.9,1,<18,Germany,Mobile,Fan,Poster,285,Behind the Scenes
C010_94,C010,Football Prediction Challenge,Week_4,11.87,1,<18,Germany,Mobile,Fan,Jersey,838,Live Commentary
C010_94,C010,Football Prediction Challenge,Week_5,16.71,1,<18,Germany,Mobile,Fan,Poster,178,Behind the Scenes
C010_95,C010,Football Prediction Challenge,Week_1,19.74,1,36-45,Germany,Desktop,Fan,None,0,Contest Replay
C010_95,C010,Football Prediction Challenge,Week_2,23.4,2,36-45,Germany,Desktop,Fan,Jersey,947,Contest Replay
C010_95,C010,Football Prediction Challenge,Week_3,26.15,2,36-45,Germany,Desktop,Fan,Cap,591,Football Prediction Challenge
C010_95,C010,Football Prediction Challenge,Week_4,39.49,3,36-45,Germany,Desktop,Fan,Jersey,957,Player Interview
C010_95,C010,Football Prediction Challenge,Week_5,41.24,4,36-45,Germany,Desktop,Super Fan,Cap,502,Contest Replay
C010_96,C010,Football Prediction Challenge,Week_1,20.02,2,18-25,Germany,Mobile,Fan,Poster,245,Behind the Scenes
C010_96,C010,Football Prediction Challenge,Week_2,37.15,3,18-25,Germany,Mobile,Fan,None,0,Football Prediction Challenge
C010_96,C010,Football Prediction Challenge,Week_3,80.46,8,18-25,Germany,Mobile,Ultra Fan,Keychain,143,Live Commentary
C010_96,C010,Football Prediction Challenge,Week_4,99.05,9,18-25,Germany,Mobile,Ultra Fan,Jersey,956,Behind the Scenes
C010_96,C010,Football Prediction Challenge,Week_5,110,11,18-25,Germany,Mobile,Ultra Fan,Jersey,1065,Football Prediction Challenge
C010_97,C010,Football Prediction Challenge,Week_1,31.58,3,26-35,UK,Tablet,Fan,Poster,193,Match Highlights
C010_97,C010,Football Prediction Challenge,Week_2,58.04,5,26-35,UK,Tablet,Super Fan,Cap,390,Football Prediction Challenge
C010_97,C010,Football Prediction Challenge,Week_3,76.53,7,26-35,UK,Tablet,Super Fan,Keychain,196,Football Prediction Challenge
C010_97,C010,Football Prediction Challenge,Week_4,80.73,8,26-35,UK,Tablet,Ultra Fan,Cap,493,Football Prediction Challenge
C010_97,C010,Football Prediction Challenge,Week_5,88.31,8,26-35,UK,Tablet,Ultra Fan,Cap,571,Football Prediction Challenge
C010_98,C010,Football Prediction Challenge,Week_1,10.86,1,18-25,Germany,Tablet,Fan,Keychain,176,Live Commentary
C010_98,C010,Football Prediction Challenge,Week_2,30.36,3,18-25,Germany,Tablet,Fan,Jersey,1112,Behind the Scenes
C010_98,C010,Football Prediction Challenge,Week_3,35.26,3,18-25,Germany,Tablet,Fan,Jersey,1073,Contest Replay
C010_98,C010,Football Prediction Challenge,Week_4,43.76,4,18-25,Germany,Tablet,Super Fan,Keychain,157,Football Prediction Challenge
C010_98,C010,Football Prediction Challenge,Week_5,78.65,7,18-25,Germany,Tablet,Super Fan,Cap,347,Player Interview
C010_99,C010,Football Prediction Challenge,Week_1,21.54,2,36-45,UK,Tablet,Fan,Cap,554,Behind the Scenes
C010_99,C010,Football Prediction Challenge,Week_2,51.88,5,36-45,UK,Tablet,Super Fan,Cap,411,Behind the Scenes
C010_99,C010,Football Prediction Challenge,Week_3,52.2,5,36-45,UK,Tablet,Super Fan,Poster,202,Player Interview
C010_99,C010,Football Prediction Challenge,Week_4,85.15,8,36-45,UK,Tablet,Ultra Fan,Poster,201,Live Commentary
C010_99,C010,Football Prediction Challenge,Week_5,88.24,8,36-45,UK,Tablet,Ultra Fan,Jersey,979,Football Prediction Challenge
C010_100,C010,Football Prediction Challenge,Week_1,87.18,8,36-45,USA,Tablet,Ultra Fan,Poster,185,Match Highlights
C010_100,C010,Football Prediction Challenge,Week_2,79.25,7,36-45,USA,Tablet,Super Fan,Keychain,176,Player Interview
C010_100,C010,Football Prediction Challenge,Week_3,69.73,6,36-45,USA,Tablet,Super Fan,Keychain,199,Football Prediction Challenge
C010_100,C010,Football Prediction Challenge,Week_4,59.29,5,36-45,USA,Tablet,Super Fan,Keychain,163,Behind the Scenes
C010_100,C010,Football Prediction Challenge,Week_5,51.04,5,36-45,USA,Tablet,Super Fan,Jersey,1136,Live Commentary
C010_101,C010,Football Prediction Challenge,Week_1,4.67,1,46-60,Australia,Mobile,Fan,None,0,Football Prediction Challenge
C010_101,C010,Football Prediction Challenge,Week_2,6.67,1,46-60,Australia,Mobile,Fan,Jersey,869,Contest Replay
C010_101,C010,Football Prediction Challenge,Week_3,9.4,1,46-60,Australia,Mobile,Fan,Cap,557,Football Prediction Challenge
C010_101,C010,Football Prediction Challenge,Week_4,13.1,1,46-60,Australia,Mobile,Fan,None,0,Contest Replay
C010_101,C010,Football Prediction Challenge,Week_5,18.18,1,46-60,Australia,Mobile,Fan,Keychain,189,Football Prediction Challenge
C010_102,C010,Football Prediction Challenge,Week_1,18.64,1,<18,Germany,Tablet,Fan,Jersey,1053,Football Prediction Challenge
C010_102,C010,Football Prediction Challenge,Week_2,32.63,3,<18,Germany,Tablet,Fan,Poster,250,Match Highlights
C010_102,C010,Football Prediction Challenge,Week_3,38.69,3,<18,Germany,Tablet,Fan,Jersey,1066,Football Prediction Challenge
C010_102,C010,Football Prediction Challenge,Week_4,86.62,8,<18,Germany,Tablet,Ultra Fan,Poster,182,Behind the Scenes
C010_103,C010,Football Prediction Challenge,Week_1,110,11,26-35,Brazil,Desktop,Ultra Fan,Jersey,1088,Football Prediction Challenge
C010_103,C010,Football Prediction Challenge,Week_2,110,11,26-35,Brazil,Desktop,Ultra Fan,Poster,264,Behind the Scenes
C010_103,C010,Football Prediction Challenge,Week_3,51.44,5,26-35,Brazil,Desktop,Super Fan,Cap,525,Match Highlights
C010_103,C010,Football Prediction Challenge,Week_4,18.95,1,26-35,Brazil,Desktop,Fan,Poster,291,Football Prediction Challenge
C010_104,C010,Football Prediction Challenge,Week_1,15.07,1,26-35,India,Mobile,Fan,Cap,371,Live Commentary
C010_104,C010,Football Prediction Challenge,Week_2,30.78,3,26-35,India,Mobile,Fan,Jersey,1249,Football Prediction Challenge
C010_104,C010,Football Prediction Challenge,Week_3,50.9,5,26-35,India,Mobile,Super Fan,Jersey,1093,Player Interview
C010_104,C010,Football Prediction Challenge,Week_4,57.66,5,26-35,India,Mobile,Super Fan,Jersey,987,Behind the Scenes
C010_104,C010,Football Prediction Challenge,Week_5,83.55,8,26-35,India,Mobile,Ultra Fan,None,0,Behind the Scenes
C010_105,C010,Football Prediction Challenge,Week_1,16.43,1,18-25,USA,Desktop,Fan,Poster,219,Behind the Scenes
C010_105,C010,Football Prediction Challenge,Week_2,77.74,7,18-25,USA,Desktop,Super Fan,Jersey,1283,Football Prediction Challenge
C010_105,C010,Football Prediction Challenge,Week_3,110,11,18-25,USA,Desktop,Ultra Fan,Cap,533,Football Prediction Challenge
C010_105,C010,Football Prediction Challenge,Week_4,110,11,18-25,USA,Desktop,Ultra Fan,Cap,437,Behind the Scenes
C010_106,C010,Football Prediction Challenge,Week_1,80.66,8,26-35,India,Tablet,Ultra Fan,Cap,308,Football Prediction Challenge
C010_106,C010,Football Prediction Challenge,Week_2,69.12,6,26-35,India,Tablet,Super Fan,Jersey,895,Live Commentary
C010_106,C010,Football Prediction Challenge,Week_3,66.29,6,26-35,India,Tablet,Super Fan,Keychain,135,Behind the Scenes
C010_106,C010,Football Prediction Challenge,Week_4,46.85,4,26-35,India,Tablet,Super Fan,None,0,Player Interview
C010_106,C010,Football Prediction Challenge,Week_5,28.48,2,26-35,India,Tablet,Fan,Jersey,850,Match Highlights
C010_107,C010,Football Prediction Challenge,Week_1,29.8,2,26-35,Australia,Mobile,Fan,Cap,396,Football Prediction Challenge
C010_107,C010,Football Prediction Challenge,Week_2,34.07,3,26-35,Australia,Mobile,Fan,Cap,587,Player Interview
C010_107,C010,Football Prediction Challenge,Week_3,68.19,6,26-35,Australia,Mobile,Super Fan,Jersey,1181,Football Prediction Challenge
C010_107,C010,Football Prediction Challenge,Week_4,82.73,8,26-35,Australia,Mobile,Ultra Fan,Jersey,1302,Football Prediction Challenge
C010_107,C010,Football Prediction Challenge,Week_5,108.83,10,26-35,Australia,Mobile,Ultra Fan,Jersey,1111,Football Prediction Challenge
C010_108,C010,Football Prediction Challenge,Week_1,22.11,2,46-60,USA,Tablet,Fan,Jersey,1120,Football Prediction Challenge
C010_108,C010,Football Prediction Challenge,Week_2,32.01,3,46-60,USA,Tablet,Fan,Cap,545,Football Prediction Challenge
C010_108,C010,Football Prediction Challenge,Week_3,69.79,6,46-60,USA,Tablet,Super Fan,Keychain,105,Football Prediction Challenge
C010_108,C010,Football Prediction Challenge,Week_4,96.5,9,46-60,USA,Tablet,Ultra Fan,Jersey,835,Match Highlights
C010_109,C010,Football Prediction Challenge,Week_1,110,11,26-35,Germany,Mobile,Ultra Fan,Keychain,187,Player Interview
C010_109,C010,Football Prediction Challenge,Week_2,90.11,9,26-35,Germany,Mobile,Ultra Fan,Jersey,1086,Behind the Scenes
C010_109,C010,Football Prediction Challenge,Week_3,85.61,8,26-35,Germany,Mobile,Ultra Fan,None,0,Football Prediction Challenge
C010_109,C010,Football Prediction Challenge,Week_4,50.82,5,26-35,Germany,Mobile,Super Fan,Poster,278,Contest Replay
C010_110,C010,Football Prediction Challenge,Week_1,16.64,1,60+,India,Desktop,Fan,None,0,Football Prediction Challenge
C010_110,C010,Football Prediction Challenge,Week_2,13.04,1,60+,India,Desktop,Fan,Jersey,840,Behind the Scenes
C010_110,C010,Football Prediction Challenge,Week_3,10.56,1,60+,India,Desktop,Fan,Jersey,1342,Football Prediction Challenge
C010_110,C010,Football Prediction Challenge,Week_4,7.84,1,60+,India,Desktop,Fan,None,0,Behind the Scenes
C010_110,C010,Football Prediction Challenge,Week_5,7.51,1,60+,India,Desktop,Fan,Jersey,1315,Live Commentary
C010_111,C010,Football Prediction Challenge,Week_1,20.46,2,<18,India,Desktop,Fan,Jersey,860,Football Prediction Challenge
C010_111,C010,Football Prediction Challenge,Week_2,14.85,1,<18,India,Desktop,Fan,Cap,501,Live Commentary
C010_111,C010,Football Prediction Challenge,Week_3,9.32,1,<18,India,Desktop,Fan,Keychain,172,Behind the Scenes
C010_111,C010,Football Prediction Challenge,Week_4,8.19,1,<18,India,Desktop,Fan,None,0,Player Interview
